Código TACO,Descrição,Grupo,Fonte CMV,Fonte AG,Fonte AA,Umidade (%),Energia (kcal),Energia (kJ),Proteína (g),Lipídeos (g),Colesterol (mg),Carboidrato (g),Fibra Alimentar (g),Cinzas (g),Cálcio (mg),Magnésio (mg),Manganês (mg),Fósforo (mg),Ferro (mg),Sódio (mg),Potássio (mg),Cobre (mg),Zinco (mg),Retinol (mcg),RE (mcg),RAE (mcg),Tiamina (mg),Riboflavina (mg),Piridoxina (mg),Niacina (mg),Vitamina C (mg),AG - Saturados (g),AG - Mono-insaturados (g),AG - Poli-insaturados (g),AG - 12:0 (g),AG - 14:0 (g),AG - 16:0 (g),AG - 18:0 (g),AG - 20:0 (g),AG - 22:0 (g),AG - 24:0 (g),AG - 14:1 (g),AG - 16:1 (g),AG - 18:1 (g),AG - 20:1 (g),AG - 18:2 n-6 (g),AG - 18:3 n-3 (g),AG - 20:4 (g),AG - 20:5 (g),AG - 22:5 (g),AG - 22:6 (g),AG - 18:1t (g),AG - 18:2t (g),AA - Triptofano (g),AA - Treonina (g),AA - Isoleucina (g),AA - Leucina (g),AA - Lisina (g),AA - Metionina (g),AA - Cistina (g),AA - Fenilalanina (g),AA - Tirosina (g),AA - Valina (g),AA - Arginina (g),AA - Histidina (g),AA - Alanina (g),AA - Ácido Aspártico (g),AA - Ácido Glutâmico (g),AA - Glicina (g),AA - Prolina (g),AA - Serina (g)
48,"Pão, aveia, forma",Cereais e derivados,Sim,Sim,,19.916666666666668,343.0853666666667,1435.4691741333336,12.35,5.693333333333334,0.0,59.56666666666666,5.98,2.473333333333333,108.69099999999999,56.68033333333333,1.082,182.19766666666666,4.731999999999999,605.7629999999999,210.08333333333334,0.13566666666666669,1.7306666666666668,0.0,,,0.08666666666666667,0.03,0.08333333333333333,0.0,0.0,1.1,1.0,1.6,0.0,0.01,0.62,0.4,0.01,0.01,,,0.01,0.94,0.02,1.06,0.59,,,,,0.11,0.01,,,,,,,,,,,,,,,,,,
49,"Pão, de soja",Cereais e derivados,Sim,Sim,,26.03333333333333,308.7263233333333,1291.7109368266667,11.343,3.58,,56.510333333333335,5.706666666666667,2.5333333333333337,90.23733333333332,48.31833333333333,0.5693333333333334,153.18,3.3303333333333334,662.5413333333333,296.348,0.16266666666666668,1.4586666666666668,,,,0.07,0.04,0.7933333333333333,0.0,0.0,0.7,0.6,1.6,,0.01,0.52,0.16,0.01,0.01,,,0.01,0.62,0.01,1.41,0.14,,,,,0.01,,,,,,,,,,,,,,,,,,,
50,"Pão, glúten, forma",Cereais e derivados,Sim,Sim,,40.67333333333334,252.99402999999998,1058.52702152,11.950999600092567,2.7266666666666666,,44.11899999999999,2.48,0.53,155.721,24.243666666666666,0.51,105.26066666666667,5.710333333333334,22.045333333333335,64.73233333333333,0.062,1.2843333333333333,,,,0.043333333333333335,0.03,0.0,0.0,0.0,0.5,0.6,0.7,,0.0,0.39,0.08,0.01,0.01,,,0.01,0.56,0.01,0.69,0.04,,,,,0.11,0.05,,,,,,,,,,,,,,,,,,
51,"Pão, milho, forma",Cereais e derivados,Sim,Sim,,30.416666666666668,292.01349,1221.78444216,8.303,3.11,5.685,56.397,4.296666666666666,1.7733333333333334,77.84866666666666,29.415666666666667,0.36599999999999994,110.098,3.044333333333333,506.64399999999995,89.02466666666668,0.09966666666666667,0.8176666666666668,0.0,,,0.08,0.0,0.08333333333333333,0.0,0.0,0.6,0.6,1.0,0.01,0.01,0.47,0.11,0.01,0.01,,,0.01,0.62,0.01,0.98,0.03,,,,,0.07,,,,,,,,,,,,,,,,,,,
52,"Pão, trigo, forma, integral",Cereais e derivados,Sim,Sim,,34.723333333333336,253.19361833333332,1059.3620991066666,9.425166666666666,3.6533333333333338,,49.9415,6.883333333333333,2.2566666666666664,131.75966666666667,60.428333333333335,1.6163333333333334,193.439,2.985333333333333,506.1033333333333,162.871,0.146,1.5856666666666668,,,,0.07666666666666667,0.04,0.1466666666666667,0.0,0.0,0.7,0.8,1.1,0.0,0.01,0.5,0.19,0.01,0.01,,,0.02,0.74,0.01,0.98,0.08,,,,,0.21,0.07,,,,,,,,,,,,,,,,,,
53,"Pão, trigo, francês",Cereais e derivados,Sim,Sim,,28.483333333333334,299.8101504347826,1254.4056694191304,7.953565217391304,3.1033333333333335,,58.646434782608694,2.3066666666666666,1.8133333333333332,15.753333333333336,25.463333333333335,0.4633333333333334,94.74,1.0,647.6733333333334,142.2,0.13,0.7633333333333333,2.986666666666667,,,0.3866666666666667,0.67,0.6,2.3366666666666664,,1.0,0.9,0.7,0.0,0.01,0.65,0.29,0.01,0.01,,,0.0,0.85,0.01,0.7,0.04,,,,,0.35,0.02,,,,,,,,,,,,,,,,,,
54,"Pão, trigo, sovado",Cereais e derivados,Sim,Sim,,25.763333333333332,310.96494,1301.0773089600002,8.398,2.84,16.562,61.452,2.433333333333333,1.5466666666666666,51.617999999999995,22.220333333333333,0.3136666666666667,100.66266666666667,2.2686666666666664,430.792,91.16600000000001,0.0,2.6616666666666666,0.0,,,0.08,0.043333333333333335,0.1466666666666667,0.0,0.0,0.8,0.7,0.7,0.01,0.01,0.66,0.14,,,,,0.02,0.62,0.01,0.68,0.04,,,,,0.06,,,,,,,,,,,,,,,,,,,
55,"Pastel, de carne, cru",Cereais e derivados,Sim,Sim,,34.39833333333333,288.70207151598953,1207.9294672229003,10.74069964059194,8.793,18.200666666666667,42.01663369274139,1.04,4.051333333333333,16.691666666666666,17.705,0.3433333333333333,117.37666666666667,1.9910000000000003,1309.265,165.61033333333333,0.11,1.659,0.0,,,0.06,0.03,0.0,1.58,0.0,3.692666666666666,2.909333333333333,1.104,0.07266666666666667,0.12066666666666666,2.4713333333333334,0.9976666666666666,0.03333333333333333,0.014,0.008333333333333333,0.008333333333333333,0.05033333333333334,2.8226666666666667,0.014,1.0646666666666667,0.03933333333333333,,,,,0.521,0.07,,,,,,,,,,,,,,,,,,
56,"Pastel, de carne, frito",Cereais e derivados,Sim,Sim,Sim,22.923333333333332,388.37465162496756,1624.9595423988644,10.104199661890666,20.136666666666667,25.336,43.76780033810934,0.9866666666666667,3.068,12.554666666666668,14.444666666666665,0.21566666666666667,90.032,2.5076666666666667,1039.8886666666667,155.643,0.11599999999999999,1.15,0.0,,,0.06333333333333334,0.05,0.0,1.83,,4.831666666666667,5.877666666666666,7.596666666666667,,0.11533333333333334,2.7270000000000003,1.7006666666666668,0.05766666666666667,0.09633333333333334,0.03866666666666666,,0.077,5.742999999999999,0.03866666666666666,6.968666666666667,0.59,0.019,,,,0.5393333333333334,0.154,0.11830502666666666,0.30319896533333335,0.4135465533333334,0.8109206040000001,0.388287692,0.18852964000000003,0.07132227093333333,0.4958303480000001,0.36014863733333335,0.5030959613333333,0.4131210373333334,0.17601020666666667,0.311139036,0.5385353653333335,3.37078144,0.29606361200000003,1.1815450400000003,0.4748382253333334
57,"Pastel, de queijo, cru",Cereais e derivados,Sim,,,31.28333333333333,308.4744338873742,1290.6570313847735,9.853399670282998,9.634666666666666,14.349000000000002,45.947933663050335,1.1066666666666667,3.2806666666666664,154.698,15.805333333333332,0.24466666666666667,168.12333333333333,0.9906666666666667,984.5696666666666,102.57833333333333,0.09933333333333334,0.9663333333333334,0.0,,,0.07333333333333335,0.03333333333333333,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,"Pastel, de queijo, frito",Cereais e derivados,Sim,,,17.541,422.11208003931927,1766.116942884512,8.709599708557128,22.670333333333332,15.376333333333333,48.1327336247762,0.9433333333333334,2.9463333333333335,126.12766666666668,14.738333333333335,0.2006666666666667,123.80966666666666,1.3423333333333334,821.3823333333333,123.75466666666667,0.09933333333333334,0.7623333333333333,17.583333333333332,,,0.09,0.04,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,"Pastel, massa, crua",Cereais e derivados,Sim,Sim,,27.066,310.2025143333333,1297.8873199706666,6.9027,5.477,,57.379633333333324,1.4133333333333333,3.1746666666666665,12.613999999999999,14.430666666666667,0.3826666666666667,72.551,1.0553333333333332,1344.2013333333332,166.68166666666664,0.10533333333333333,0.6073333333333333,,,,0.1466666666666667,0.0,0.0,0.0,,2.1,1.7,0.9,0.02,0.03,1.5,0.49,0.02,0.02,0.01,,0.01,1.66,0.01,0.91,0.03,,,,,0.47,0.05,,,,,,,,,,,,,,,,,,
60,"Pastel, massa, frita",Cereais e derivados,Sim,Sim,,0.9690000000000002,569.6724593333333,2383.5095698506666,6.0192000000000005,40.86033333333334,,49.34313333333334,1.3093333333333332,2.8083333333333336,11.265666666666666,12.740333333333334,0.35633333333333334,62.36233333333333,1.4466666666666665,1174.6670000000001,142.554,0.07933333333333333,0.5216666666666666,,,,0.16333333333333333,0.0,0.0,0.0,,6.9,10.1,21.2,,0.04,4.92,1.48,0.16,0.2,0.08,,0.0,9.75,0.33,19.61,1.32,,,,,,,,,,,,,,,,,,,,,,,,
61,"Pipoca, com óleo de soja, sem sal",Cereais e derivados,Sim,Sim,,2.8190000000000004,448.334261847198,1875.8305515686764,9.927083333333336,15.940999999999997,,70.31258333333334,14.336666666666666,1.0003333333333333,2.8253333333333335,90.75733333333335,0.6536666666666666,225.13466666666667,1.157333333333333,4.320333333333334,255.95666666666668,0.4606666666666667,2.0463333333333336,,,,0.03333333333333333,0.03,0.0,0.0,0.0,2.357333333333333,3.6933333333333334,9.189000000000002,,,1.768,0.4623333333333333,0.04566666666666667,0.055999999999999994,0.025333333333333333,,,3.667666666666667,0.025666666666666667,8.483,0.691,,,,,,,,,,,,,,,,,,,,,,,,
62,"Polenta, pré-cozida",Cereais e derivados,Sim,,,72.74,102.74116666666669,429.8690413333334,2.291666666666667,0.3033333333333333,,23.311666666666667,2.4033333333333333,1.3533333333333335,1.0939999999999999,4.428999999999999,0.0,16.786,0.0,441.88933333333335,99.63700000000001,0.044,0.050666666666666665,,,,0.043333333333333335,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,"Torrada, pão francês",Cereais e derivados,Sim,Sim,,9.046999999999999,377.422283,1579.134832072,10.524100000000002,3.3009999999999997,,74.5559,3.395,2.5719999999999996,18.744666666666664,31.597333333333335,0.5533333333333333,113.91666666666667,1.2386666666666666,829.4923333333332,189.48933333333332,0.161,0.905,,,,0.37666666666666665,0.0,0.0,0.0,0.0,0.9,0.8,1.0,,0.01,0.63,0.19,0.01,0.01,0.01,,0.01,0.76,0.01,0.99,0.05,,,,,0.38,0.07,,,,,,,,,,,,,,,,,,
64,"Abóbora, cabotian, cozida","Verduras, hortaliças e derivados",Sim,Sim,,86.354,48.04374250000001,201.01501862000003,1.44375,0.7293333333333333,,10.760916666666668,2.462666666666667,0.7120000000000001,7.6256666666666675,9.110999999999999,0.26066666666666666,32.595,0.3453333333333333,1.4516666666666669,199.10233333333335,0.06133333333333333,0.28633333333333333,,,,0.07666666666666667,0.0,0.07,0.0,7.463333333333334,0.1,0.2,0.2,,0.0,0.12,0.02,0.0,,,,0.0,0.22,0.0,0.15,0.08,,,,,,,,,,,,,,,,,,,,,,,,
65,"Abóbora, cabotian, crua","Verduras, hortaliças e derivados",Sim,Sim,,88.52,38.59929420289856,161.4994469449276,1.7463768115942029,0.5366666666666667,,8.360289855072468,2.1666666666666665,0.8366666666666666,17.963333333333335,8.82,0.11,25.766666666666666,0.37333333333333335,0.0,350.56,0.06,0.32,,446.0,223.0,0.0,0.0,0.1,0.0,5.09,0.12033333333333333,0.082,0.048666666666666664,,,0.109,0.011333333333333334,,,,,,0.082,,0.035,0.013666666666666667,,,,,,,,,,,,,,,,,,,,,,,,
66,"Abóbora, menina brasileira, crua","Verduras, hortaliças e derivados",Sim,,,95.69,13.605673913043486,56.926139652173944,0.6086956521739131,0.0,,3.3013043478260893,1.17,0.36,8.74,4.09,0.01,11.62,0.15,0.0,164.6,0.02,0.0,,1108.0,554.0,0.07,0.0,0.04,0.0,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,"Abóbora, moranga, crua","Verduras, hortaliças e derivados",Sim,,,95.87,12.364436231884042,51.732801194202835,0.9601449275362318,0.06,,2.6665217391304306,1.7033333333333331,0.44333333333333336,3.0476666666666667,1.8476666666666663,0.01,7.914666666666666,0.0,0.0,124.86533333333334,0.05,0.07,,278.0,139.0,0.0,0.0,0.06333333333333334,0.0,9.646666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,"Abóbora, moranga, refogada","Verduras, hortaliças e derivados",Sim,Sim,,92.45733333333334,29.003822031756222,121.35199138086804,0.39375,0.799,,5.981916666666661,1.5466666666666669,0.36800000000000005,19.08,7.492333333333334,0.016,11.650666666666666,0.11299999999999999,3.0276666666666667,183.19333333333336,0.042666666666666665,0.08266666666666667,,95.33333333333333,47.666666666666664,0.05333333333333334,0.0,0.05,0.0,6.726666666666667,0.12000000000000001,0.19133333333333336,0.44699999999999995,,,0.09166666666666667,0.028333333333333335,0.0,0.0,,,,0.19133333333333336,,0.39799999999999996,0.048999999999999995,,,,,,,,,,,,,,,,,,,,,,,,
69,"Abóbora, pescoço, crua","Verduras, hortaliças e derivados",Sim,,,92.493,24.466267949700352,102.36686510154628,0.6708333333333334,0.11599999999999999,,6.122833333333339,2.300333333333333,0.5973333333333333,8.808,7.421,0.07133333333333332,31.619333333333334,0.275,0.745,263.87600000000003,0.09133333333333334,0.17666666666666667,,,,0.0,0.0,0.06,0.0,2.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,"Abobrinha, italiana, cozida","Verduras, hortaliças e derivados",Sim,Sim,,95.28233333333333,15.038520000000023,62.9211676800001,1.125,0.19899999999999998,,2.977000000000007,1.588,0.4166666666666667,16.725666666666665,16.859666666666666,0.106,22.48733333333333,0.15966666666666668,0.8326666666666668,125.879,0.012333333333333335,0.25733333333333336,,,,0.05,0.0,0.06,0.0,2.13,0.1,0.0,0.1,,,0.05,0.0,0.0,0.0,0.0,,,0.0,,0.03,0.03,,,,,,,,,,,,,,,,,,,,,,,,
71,"Abobrinha, italiana, crua","Verduras, hortaliças e derivados",Sim,,,93.86333333333334,19.279126086956484,80.66386354782594,1.141304347826087,0.14,,4.292028985507236,1.3533333333333335,0.5633333333333334,15.126666666666665,19.946666666666662,0.09,32.016666666666666,0.24333333333333332,0.0,253.38,0.04666666666666667,0.16666666666666666,,40.5,20.25,0.0,0.056666666666666664,0.03,0.0,6.873333333333332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,"Abobrinha, italiana, refogada","Verduras, hortaliças e derivados",Sim,Sim,,93.49166666666667,24.42960218765336,102.21345555314166,1.06875,0.8213333333333334,,4.18691666666666,1.38,0.43133333333333335,20.672,12.667000000000002,0.13533333333333333,31.828333333333333,0.35800000000000004,2.209,193.62666666666667,0.02266666666666667,0.272,,41.58333333333333,20.791666666666664,0.043333333333333335,0.0,0.0,0.0,7.53,0.13333333333333333,0.18066666666666667,0.46066666666666667,,,0.10466666666666667,0.028666666666666663,0.0,0.0,0.0,,,0.18066666666666667,,0.397,0.06366666666666666,,,,,,,,,,,,,,,,,,,,,,,,
73,"Abobrinha, paulista, crua","Verduras, hortaliças e derivados",Sim,,,90.85066666666667,30.810702228816336,128.91197812536754,0.6395833333333333,0.139,,7.867419999999999,2.605,0.50333,18.67,9.39,0.111,32.74566666666667,0.17,0.5006666666666667,212.87133333333335,0.09566666666666668,0.17699999999999996,,,,0.0,0.0,0.03333333333333333,0.0,17.546666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,"Acelga, crua","Verduras, hortaliças e derivados",Sim,,,93.18566666666668,20.942342499999942,87.62276101999976,1.44375,0.106,,4.630916666666657,1.122,0.6336666666666667,42.985,10.395333333333333,0.107,40.026,0.26933333333333337,1.1806666666666668,239.8166666666667,0.10433333333333333,0.30633333333333335,,,,0.04,0.0,0.1566666666666667,0.0,22.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,"Agrião, cru","Verduras, hortaliças e derivados",Sim,,,93.94333333333334,16.578801449275325,69.36570526376796,2.6884057971014492,0.23666666666666666,,2.2515942028985423,2.1366666666666667,0.88,132.53,18.16333333333333,0.28,50.586666666666666,3.106666666666667,7.4623333333333335,217.66,0.10333333333333335,0.7233333333333333,,458.0,229.0,0.10666666666666667,0.23,0.09333333333333334,1.1933333333333334,60.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,"Aipo, cru","Verduras, hortaliças e derivados",Sim,,,93.82799999999999,19.09145664497062,79.87865460255708,0.7583333333333333,0.069,,4.272333333333345,0.9569999999999999,1.0723333333333331,65.22466666666666,8.860333333333333,0.17800000000000002,28.045666666666666,0.7203333333333334,9.515666666666666,273.60366666666664,0.31433333333333335,0.14266666666666664,,916.0,458.0,0.0,0.0,0.18,0.0,5.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,"Alface, americana, crua","Verduras, hortaliças e derivados",Sim,,,97.16866666666665,8.794903236866052,36.79787514304756,0.6083333333333334,0.129,,1.7453333333333474,1.0216666666666667,0.3486666666666667,14.444666666666668,5.7366666666666655,0.11766666666666666,19.377,0.26666666666666666,7.308333333333333,136.00300000000001,0.021666666666666667,0.22633333333333336,,,,0.03,0.0,0.036666666666666674,0.0,10.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,"Alface, crespa, crua","Verduras, hortaliças e derivados",Sim,,,96.09333333333332,10.68085652173921,44.688703686956856,1.3478260869565217,0.16,,1.6955072463768253,1.8266666666666669,0.7033333333333335,37.98,10.97,0.2,25.80666666666667,0.39666666666666667,3.38,267.13333333333327,0.03,0.25333333333333335,,234.0,117.0,0.11,0.12333333333333334,0.0,1.0933333333333333,15.576666666666668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,"Alface, lisa, crua","Verduras, hortaliças e derivados",Sim,,,95.0,13.820901449275343,57.82665166376804,1.6884057971014494,0.12333333333333334,,2.428260869565218,2.33,0.76,27.513333333333335,9.106666666666667,0.3336666666666666,26.13333333333333,0.61,4.233333333333333,348.71,0.03333333333333333,0.3466666666666667,,368.0,184.0,0.08666666666666667,0.08333333333333333,0.07,0.75,21.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,"Alface, roxa, crua","Verduras, hortaliças e derivados",Sim,,Sim,95.72833333333334,12.716997363467993,53.207916968750084,0.90625,0.19166666666666665,,2.4934166666666613,2.013333333333333,0.6803333333333333,33.82833333333333,9.311,0.11633333333333334,51.129333333333335,2.4770000000000003,7.124333333333333,308.43533333333335,0.036666666666666674,0.23466666666666666,,312.41666666666663,156.20833333333331,0.0,0.0,0.0,0.0,13.473333333333334,,,,,,,,,,,,,,,,,,,,,,,0.0018633333333333325,0.025713569999999963,0.03155626666666659,0.06001079999999992,0.05475619999999992,0.006675176666666671,0.0016479319999999978,0.037060839999999984,0.03601851999999998,0.042147453333333286,0.06295056666666661,0.016078846666666664,0.047191066666666615,0.05255459999999997,0.10550336666666649,0.03678363333333331,0.029785669999999948,0.030913846666666633
81,"Alfavaca, crua","Verduras, hortaliças e derivados",Sim,Sim,,90.20766666666667,29.183613081057864,122.1042371311461,2.658333333333333,0.47633333333333333,,5.240999999999999,4.140333333333333,1.4166666666666667,258.4976666666667,84.23833333333334,0.14533333333333331,49.742999999999995,1.2563333333333333,4.550333333333334,260.7176666666667,0.15166666666666664,0.706,,,,0.0,0.12,0.5566666666666666,0.0,0.0,0.1,0.0,0.2,0.0,0.0,0.11,0.02,0.0,0.0,0.0,,0.01,0.01,,0.04,0.16,,,,,,,,,,,,,,,,,,,,,,,,
82,"Alho, cru","Verduras, hortaliças e derivados",Sim,,,67.54666666666667,113.12987826086957,473.3354106434783,7.010869565217391,0.22,,23.905797101449277,4.323333333333333,1.3166666666666667,13.56,21.293333333333333,0.24,149.09,0.8,5.36,534.8866666666667,0.15,0.82,,,,0.18333333333333335,0.0,0.44333333333333336,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,"Alho-poró, cru","Verduras, hortaliças e derivados",Sim,,Sim,90.952,31.5079193532467,131.8291345739842,1.4125,0.1396666666666667,,6.878166666666669,2.506666666666667,0.6176666666666667,33.61633333333334,10.694666666666668,0.10233333333333335,36.486333333333334,0.6406666666666667,1.7623333333333333,224.46633333333332,0.288,0.24066666666666667,,16.166666666666664,8.083333333333332,0.06333333333333334,0.0,0.08333333333333333,0.34,14.146666666666667,,,,,,,,,,,,,,,,,,,,,,,0.007799999999999997,0.03289740000000004,0.03875580000000001,0.07059599999999999,0.0756393,0.009521699999999994,0.0036745800000000015,0.04859670000000003,0.05521499999999998,0.0507012,0.08287650000000002,0.022205399999999997,0.06452759999999998,0.05421480000000001,0.18196199999999996,0.04686389999999999,0.03357899999999999,0.04344600000000002
84,"Almeirão, cru","Verduras, hortaliças e derivados",Sim,,,93.67,18.034428985507237,75.45605087536228,1.7681159420289856,0.21666666666666667,,3.3352173913043464,2.586666666666667,1.01,19.49533333333333,21.11,0.16666666666666666,39.66,0.7433333333333333,2.3506666666666667,369.12,0.1,0.2866666666666667,,566.0,283.0,0.09666666666666668,0.17666666666666667,0.0,0.6266666666666666,1.6866666666666668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,"Almeirão, refogado","Verduras, hortaliças e derivados",Sim,Sim,,86.54466666666667,65.08191082886853,272.30271490798594,1.7041666666666666,4.847,,5.701499999999994,3.4276666666666666,1.2026666666666666,63.40366666666667,17.284000000000002,0.2786666666666667,30.871666666666666,1.5506666666666666,14.515,315.35566666666665,0.057999999999999996,0.19099999999999998,,,,0.03,0.06,0.04666666666666667,4.033333333333333,1.47,0.8,1.1,2.6,,,0.53,0.19,0.02,0.02,0.0,,0.0,1.11,0.03,2.3,0.35,,,,,,0.04,,,,,,,,,,,,,,,,,,
86,"Batata, baroa, cozida","Verduras, hortaliças e derivados",Sim,,,79.26066666666667,80.11976250000004,335.22108630000014,0.8520833333333333,0.16633333333333333,,18.947583333333334,1.7579999999999998,0.7733333333333334,11.85,7.576,0.218,29.475,0.42366666666666664,2.0980000000000003,258.32666666666665,0.147,0.3786666666666667,,,,0.06,0.0,0.0,1.98,17.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,"Batata, baroa, crua","Verduras, hortaliças e derivados",Sim,,,73.69,100.98492318840582,422.52091862028993,1.047101449275362,0.17,,23.982898550724638,2.063333333333333,1.11,17.12666666666667,11.993333333333334,0.06666666666666667,45.2,0.3033333333333333,0.0,505.18333333333334,0.04666666666666667,0.20333333333333337,,24.5,12.25,0.04666666666666667,0.0,0.12333333333333334,0.0,7.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,"Batata, doce, cozida","Verduras, hortaliças e derivados",Sim,,,80.425,76.75961050343517,321.1622103463728,0.6416666666666667,0.08766666666666667,,18.422333333333338,2.212,0.42333333333333334,17.153000000000002,11.159666666666666,0.13933333333333334,15.394,0.18699999999999997,2.699,148.44,0.06,0.12333333333333334,,,,0.08333333333333333,0.0,0.05,2.573333333333333,23.786666666666665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,"Batata, doce, crua","Verduras, hortaliças e derivados",Sim,,,69.51333333333334,118.24137536231882,494.721914515942,1.257246376811594,0.13333333333333333,,28.19608695652174,2.573333333333333,0.9,21.11,16.893333333333334,0.17666666666666667,36.46,0.3866666666666667,8.773333333333333,340.2033333333333,0.11,0.2,,,,0.056666666666666664,0.0,0.1,0.0,16.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,"Batata, frita, tipo chips, industrializada","Verduras, hortaliças e derivados",Sim,Sim,,2.6973333333333334,542.7346733841896,2270.8018734394495,5.583333333333332,36.615,,51.22233333333333,2.4556666666666667,3.882,11.597666666666667,24.239333333333335,0.23133333333333336,96.49833333333333,0.6956666666666665,607.3993333333333,1014.325,0.121,0.5876666666666667,,,,0.19666666666666668,0.0,0.13,2.6133333333333337,0.0,12.9,11.9,4.0,0.1,0.25,10.98,1.3,0.11,0.02,0.02,,0.04,11.83,0.05,3.85,0.09,,,,,0.02,0.09,,,,,,,,,,,,,,,,,,
